jobCd,jobNm,jobLrclNm,holland_top3,major
K000001154,온라인 쇼핑 판매원,영업·판매·운전·운송직,CES,광고홍보학
K000007513,방문판매원,영업·판매·운전·운송직,SEC,경영학
K000000952,매장 계산원 및 요금 정산원,영업·판매·운전·운송직,CSE,컴퓨터공학
K000000952,매장 계산원 및 요금 정산원,영업·판매·운전·운송직,CSE,기계공학
K000001092,매표원 및 복권 판매원,영업·판매·운전·운송직,CSE,경영학
K000001218,홍보도우미 및 판촉원(나레이터모델포함),영업·판매·운전·운송직,SEC,영어영문학
K000001218,홍보도우미 및 판촉원(나레이터모델포함),영업·판매·운전·운송직,SEC,교육학
K000001218,홍보도우미 및 판촉원(나레이터모델포함),영업·판매·운전·운송직,SEC,광고홍보학
K000000941,철도 및 전동차 기관사,영업·판매·운전·운송직,CRI,교육학
K000000974,선장 및 항해사·도선사,영업·판매·운전·운송직,CRE,교육학
K000000974,선장 및 항해사·도선사,영업·판매·운전·운송직,CRE,수산학
K000001137,신호원 및 수송원,영업·판매·운전·운송직,CRE,전자공학
K000007552,항공기조종사,영업·판매·운전·운송직,RCI,항공우주공학
K000007552,항공기조종사,영업·판매·운전·운송직,RCI,교육학
K000001164,화물차 및 특수차 운전원,영업·판매·운전·운송직,RCE,기계공학
K000001164,화물차 및 특수차 운전원,영업·판매·운전·운송직,RCE,교육학
K000007465,택시운전원,영업·판매·운전·운송직,CRS,기계공학
K000007465,택시운전원,영업·판매·운전·운송직,CRS,약학
K000007465,택시운전원,영업·판매·운전·운송직,CRS,사범대
K000007468,버스운전원,영업·판매·운전·운송직,RCS,전자공학
K000007468,버스운전원,영업·판매·운전·운송직,RCS,기계공학
K000007468,버스운전원,영업·판매·운전·운송직,RCS,교육학
K000007468,버스운전원,영업·판매·운전·운송직,RCS,관광학
K000001213,크레인 및 호이스트운전원,영업·판매·운전·운송직,RCI,기계공학
K000001213,크레인 및 호이스트운전원,영업·판매·운전·운송직,RCI,건축학
K000001213,크레인 및 호이스트운전원,영업·판매·운전·운송직,RCI,교육학
K000007462,지게차운전원,영업·판매·운전·운송직,RCE,기계공학
K000007462,지게차운전원,영업·판매·운전·운송직,RCE,건축학
K000007462,지게차운전원,영업·판매·운전·운송직,RCE,교육학
K000000884,선박갑판원,영업·판매·운전·운송직,RCI,교육학
K000000884,선박갑판원,영업·판매·운전·운송직,RCI,수산학
K000000954,하역 및 적재 종사원,영업·판매·운전·운송직,RCS,건축학
K000000954,하역 및 적재 종사원,영업·판매·운전·운송직,RCS,의학
K000000954,하역 및 적재 종사원,영업·판매·운전·운송직,RCS,교육학
K000000954,하역 및 적재 종사원,영업·판매·운전·운송직,RCS,광고홍보학
K000007469,선박기관사,영업·판매·운전·운송직,RCI,기계공학
K000007469,선박기관사,영업·판매·운전·운송직,RCI,교육학
K000007469,선박기관사,영업·판매·운전·운송직,RCI,수산학
K000000897,철골공(강구조물건립원),건설·채굴직,RCI,건축학
K000000897,철골공(강구조물건립원),건설·채굴직,RCI,교육학
K000001117,건축 목공(전통건축기능원 포함),건설·채굴직,RCA,건축학
K000001117,건축 목공(전통건축기능원 포함),건설·채굴직,RCA,교육학
K000001208,조적공 및 석재 부설원,건설·채굴직,RCA,건축학
K000001208,조적공 및 석재 부설원,건설·채굴직,RCA,교육학
K000007467,콘크리트공,건설·채굴직,RCI,건축학
K000007467,콘크리트공,건설·채굴직,RCI,교육학
K000007475,건축석공,건설·채굴직,RCA,건축학
K000007475,건축석공,건설·채굴직,RCA,교육학
K000007533,철근공,건설·채굴직,RCI,건축학
K000007533,철근공,건설·채굴직,RCI,교육학
K000000923,단열공,건설·채굴직,RCE,기계공학
K000000923,단열공,건설·채굴직,RCE,건축학
K000000923,단열공,건설·채굴직,RCE,교육학
K000000932,유리부착원,건설·채굴직,RCE,건축학
K000001034,새시 조립 및 설치원,건설·채굴직,RCE,기계공학
K000001034,새시 조립 및 설치원,건설·채굴직,RCE,경영학
K000001034,새시 조립 및 설치원,건설·채굴직,RCE,교육학
K000001038,방수공,건설·채굴직,RCI,건축학
K000001038,방수공,건설·채굴직,RCI,교육학
K000001038,방수공,건설·채굴직,RCI,수산학
K000001053,타일·대리석시공원,건설·채굴직,RCE,건축학
K000001053,타일·대리석시공원,건설·채굴직,RCE,교육학
K000001102,미장공,건설·채굴직,RCI,건축학
K000001102,미장공,건설·채굴직,RCI,교육학
K000001188,도배공,건설·채굴직,REC,건축학
K000007480,건물도장공,건설·채굴직,RCS,건축학
K000000964,건설 배관공,건설·채굴직,RCI,기계공학
K000000964,건설 배관공,건설·채굴직,RCI,건축학
K000000868,건설 및 채굴 기계 운전원,건설·채굴직,RCE,기계공학
K000000868,건설 및 채굴 기계 운전원,건설·채굴직,RCE,건축학
K000000868,건설 및 채굴 기계 운전원,건설·채굴직,RCE,교육학
K000000896,점화·발파·화약관리원,건설·채굴직,RIC,화학공학
K000000896,점화·발파·화약관리원,건설·채굴직,RIC,건축학
K000000896,점화·발파·화약관리원,건설·채굴직,RIC,약학
K000000983,"잠수기능원(잠수부, 구난잠수요원)",건설·채굴직,RCI,교육학
K000000983,"잠수기능원(잠수부, 구난잠수요원)",건설·채굴직,RCI,수산학
K000001062,철로 설치 및 보수원,건설·채굴직,RCI,기계공학
K000001062,철로 설치 및 보수원,건설·채굴직,RCI,화학공학
K000001062,철로 설치 및 보수원,건설·채굴직,RCI,건축학
K000001062,철로 설치 및 보수원,건설·채굴직,RCI,환경공학
K000001062,철로 설치 및 보수원,건설·채굴직,RCI,산업공학
K000001111,광원 채석원 및 석재 절단원,건설·채굴직,RCI,기계공학
K000001111,광원 채석원 및 석재 절단원,건설·채굴직,RCI,화학공학
K000001111,광원 채석원 및 석재 절단원,건설·채굴직,RCI,건축학
K000001111,광원 채석원 및 석재 절단원,건설·채굴직,RCI,교육학
K000001096,건설 및 채굴 단순 종사원,건설·채굴직,RCI,건축학
K000001096,건설 및 채굴 단순 종사원,건설·채굴직,RCI,의학
K000001096,건설 및 채굴 단순 종사원,건설·채굴직,RCI,교육학
K000000885,승강기 설치 및 정비원,설치·정비·생산직,RCI,컴퓨터공학
K000000885,승강기 설치 및 정비원,설치·정비·생산직,RCI,기계공학
K000000885,승강기 설치 및 정비원,설치·정비·생산직,RCI,건축학
K000000885,승강기 설치 및 정비원,설치·정비·생산직,RCI,산업공학
K000000885,승강기 설치 및 정비원,설치·정비·생산직,RCI,교육학
K000000886,냉동·냉장·공조기 설치 및 정비원,설치·정비·생산직,RCI,컴퓨터공학
K000000886,냉동·냉장·공조기 설치 및 정비원,설치·정비·생산직,RCI,기계공학
K000000886,냉동·냉장·공조기 설치 및 정비원,설치·정비·생산직,RCI,건축학
K000000886,냉동·냉장·공조기 설치 및 정비원,설치·정비·생산직,RCI,산업공학
K000000886,냉동·냉장·공조기 설치 및 정비원,설치·정비·생산직,RCI,교육학
K000001023,공업기계 설치 및 정비원,설치·정비·생산직,RCI,컴퓨터공학
K000001023,공업기계 설치 및 정비원,설치·정비·생산직,RCI,기계공학
K000001023,공업기계 설치 및 정비원,설치·정비·생산직,RCI,건축학
K000001023,공업기계 설치 및 정비원,설치·정비·생산직,RCI,산업공학
K000001023,공업기계 설치 및 정비원,설치·정비·생산직,RCI,교육학
K000001031,보일러 설치 및 정비원,설치·정비·생산직,RCE,기계공학
K000001031,보일러 설치 및 정비원,설치·정비·생산직,RCE,건축학
K000001031,보일러 설치 및 정비원,설치·정비·생산직,RCE,환경공학
K000001043,농업용·기타 기계장비 설치 및 정비원,설치·정비·생산직,RCI,기계공학
K000001043,농업용·기타 기계장비 설치 및 정비원,설치·정비·생산직,RCI,교육학
K000001043,농업용·기타 기계장비 설치 및 정비원,설치·정비·생산직,RCI,농학
K000001107,크레인 및 지게차 설치 및 정비원,설치·정비·생산직,RCS,컴퓨터공학
K000001107,크레인 및 지게차 설치 및 정비원,설치·정비·생산직,RCS,기계공학
K000001107,크레인 및 지게차 설치 및 정비원,설치·정비·생산직,RCS,건축학
K000001107,크레인 및 지게차 설치 및 정비원,설치·정비·생산직,RCS,산업공학
K000001107,크레인 및 지게차 설치 및 정비원,설치·정비·생산직,RCS,교육학
K000001211,건설·광업용기계설치 및 정비원,설치·정비·생산직,RCI,컴퓨터공학
K000001211,건설·광업용기계설치 및 정비원,설치·정비·생산직,RCI,기계공학
K000001211,건설·광업용기계설치 및 정비원,설치·정비·생산직,RCI,건축학
K000001211,건설·광업용기계설치 및 정비원,설치·정비·생산직,RCI,산업공학
K000001211,건설·광업용기계설치 및 정비원,설치·정비·생산직,RCI,교육학
K000000822,항공기 정비원,설치·정비·생산직,RCI,산업공학
K000000822,항공기 정비원,설치·정비·생산직,RCI,항공우주공학
K000000822,항공기 정비원,설치·정비·생산직,RCI,교육학
K000000976,선박 정비원,설치·정비·생산직,RIC,기계공학
K000001030,철도기관차 및 전동차 정비원,설치·정비·생산직,RCI,기계공학
K000001030,철도기관차 및 전동차 정비원,설치·정비·생산직,RCI,화학공학
K000001030,철도기관차 및 전동차 정비원,설치·정비·생산직,RCI,교육학
K000001030,철도기관차 및 전동차 정비원,설치·정비·생산직,RCI,연극영화학
K000001070,자동차 정비원,설치·정비·생산직,RCE,기계공학
K000001070,자동차 정비원,설치·정비·생산직,RCE,교육학
K000001112,금속 공작기계 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000001112,금속 공작기계 조작원,설치·정비·생산직,RCI,기계공학
K000001112,금속 공작기계 조작원,설치·정비·생산직,RCI,화학공학
K000001112,금속 공작기계 조작원,설치·정비·생산직,RCI,수학
K000001112,금속 공작기계 조작원,설치·정비·생산직,RCI,교육학
K000001223,금형원,설치·정비·생산직,RIC,컴퓨터공학
K000001223,금형원,설치·정비·생산직,RIC,기계공학
K000001223,금형원,설치·정비·생산직,RIC,화학공학
K000001223,금형원,설치·정비·생산직,RIC,교육학
K000001013,냉·난방 관련 설비 조작원,설치·정비·생산직,RCI,기계공학
K000001013,냉·난방 관련 설비 조작원,설치·정비·생산직,RCI,건축학
K000001013,냉·난방 관련 설비 조작원,설치·정비·생산직,RCI,산업공학
K000001076,자동조립라인 및 산업용로봇 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000001076,자동조립라인 및 산업용로봇 조작원,설치·정비·생산직,RCI,기계공학
K000001076,자동조립라인 및 산업용로봇 조작원,설치·정비·생산직,RCI,수학
K000001076,자동조립라인 및 산업용로봇 조작원,설치·정비·생산직,RCI,교육학
K000000871,일반기계 조립원,설치·정비·생산직,RCI,전자공학
K000000871,일반기계 조립원,설치·정비·생산직,RCI,기계공학
K000000871,일반기계 조립원,설치·정비·생산직,RCI,건축학
K000000871,일반기계 조립원,설치·정비·생산직,RCI,교육학
K000000858,자동차부품조립·검사원,설치·정비·생산직,RCI,기계공학
K000000858,자동차부품조립·검사원,설치·정비·생산직,RCI,교육학
K000000909,운송장비 조립원,설치·정비·생산직,RCI,전자공학
K000000909,운송장비 조립원,설치·정비·생산직,RCI,기계공학
K000000909,운송장비 조립원,설치·정비·생산직,RCI,교육학
K000007548,자동차조립원,설치·정비·생산직,RCI,기계공학
K000007548,자동차조립원,설치·정비·생산직,RCI,교육학
K000000945,금속가공 기계 조작원,설치·정비·생산직,RCI,기계공학
K000000945,금속가공 기계 조작원,설치·정비·생산직,RCI,화학공학
K000000945,금속가공 기계 조작원,설치·정비·생산직,RCI,교육학
K000001165,금속가공 제어장치 조작원(용광로·용해로·금속가열로),설치·정비·생산직,RCI,컴퓨터공학
K000001165,금속가공 제어장치 조작원(용광로·용해로·금속가열로),설치·정비·생산직,RCI,기계공학
K000001165,금속가공 제어장치 조작원(용광로·용해로·금속가열로),설치·정비·생산직,RCI,화학공학
K000001165,금속가공 제어장치 조작원(용광로·용해로·금속가열로),설치·정비·생산직,RCI,교육학
K000000821,제관원(제관기조작원),설치·정비·생산직,RCI,컴퓨터공학
K000000821,제관원(제관기조작원),설치·정비·생산직,RCI,기계공학
K000000821,제관원(제관기조작원),설치·정비·생산직,RCI,화학공학
K000000823,판금원(판금기조작원),설치·정비·생산직,RCI,컴퓨터공학
K000000823,판금원(판금기조작원),설치·정비·생산직,RCI,기계공학
K000000823,판금원(판금기조작원),설치·정비·생산직,RCI,화학공학
K000000823,판금원(판금기조작원),설치·정비·생산직,RCI,항공우주공학
K000001006,주조원(주조기조작원),설치·정비·생산직,RCI,화학공학
K000001148,단조원(단조기조작원),설치·정비·생산직,RCI,기계공학
K000001148,단조원(단조기조작원),설치·정비·생산직,RCI,화학공학
K000001055,용접원(용접기조작원),설치·정비·생산직,RCI,기계공학
K000001055,용접원(용접기조작원),설치·정비·생산직,RCI,화학공학
K000000831,도장원(도장기조작원),설치·정비·생산직,RCI,기계공학
K000000831,도장원(도장기조작원),설치·정비·생산직,RCI,화학공학
K000000831,도장원(도장기조작원),설치·정비·생산직,RCI,건축학
K000000962,도금 및 금속 분무기 조작원,설치·정비·생산직,RCI,기계공학
K000000962,도금 및 금속 분무기 조작원,설치·정비·생산직,RCI,화학공학
K000000962,도금 및 금속 분무기 조작원,설치·정비·생산직,RCI,건축학
K000000828,시멘트 및 광물제품 생산기계 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000000828,시멘트 및 광물제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000000828,시멘트 및 광물제품 생산기계 조작원,설치·정비·생산직,RCI,화학공학
K000000828,시멘트 및 광물제품 생산기계 조작원,설치·정비·생산직,RCI,교육학
K000001037,유리·유리제품 생산기계 조작원,설치·정비·생산직,RCA,컴퓨터공학
K000001037,유리·유리제품 생산기계 조작원,설치·정비·생산직,RCA,기계공학
K000001037,유리·유리제품 생산기계 조작원,설치·정비·생산직,RCA,화학공학
K000001037,유리·유리제품 생산기계 조작원,설치·정비·생산직,RCA,교육학
K000001174,점토제품 생산기계 조작원,설치·정비·생산직,RAC,컴퓨터공학
K000001174,점토제품 생산기계 조작원,설치·정비·생산직,RAC,화학공학
K000001174,점토제품 생산기계 조작원,설치·정비·생산직,RAC,교육학
K000001197,광석 및 석제품 생산기계 조작원,설치·정비·생산직,RCA,컴퓨터공학
K000001197,광석 및 석제품 생산기계 조작원,설치·정비·생산직,RCA,기계공학
K000001197,광석 및 석제품 생산기계 조작원,설치·정비·생산직,RCA,화학공학
K000001197,광석 및 석제품 생산기계 조작원,설치·정비·생산직,RCA,교육학
K000001083,외선 전기공,설치·정비·생산직,RCI,경영학
K000001095,내선 전기공(건물내전기공사원),설치·정비·생산직,RCI,건축학
K000001158,산업 전기공(항공기·선박·철도기관차·전동차전기공),설치·정비·생산직,RCI,항공우주공학
K000000961,사무용 전자기기 설치 및 수리원(컴퓨터제외),설치·정비·생산직,RCE,컴퓨터공학
K000000961,사무용 전자기기 설치 및 수리원(컴퓨터제외),설치·정비·생산직,RCE,전자공학
K000000961,사무용 전자기기 설치 및 수리원(컴퓨터제외),설치·정비·생산직,RCE,교육학
K000001098,가전제품 설치 및 수리원,설치·정비·생산직,RCS,전자공학
K000001098,가전제품 설치 및 수리원,설치·정비·생산직,RCS,법학
K000001098,가전제품 설치 및 수리원,설치·정비·생산직,RCS,교육학
K000001087,발전 및 배전 장치 조작원,설치·정비·생산직,RCI,기계공학
K000001087,발전 및 배전 장치 조작원,설치·정비·생산직,RCI,화학
K000001118,전기 및 전자설비 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000001118,전기 및 전자설비 조작원,설치·정비·생산직,RCI,전자공학
K000001118,전기 및 전자설비 조작원,설치·정비·생산직,RCI,기계공학
K000001118,전기 및 전자설비 조작원,설치·정비·생산직,RCI,교육학
K000000917,전자 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000000917,전자 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,전자공학
K000000917,전자 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000000917,전자 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,교육학
K000000927,전기 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,컴퓨터공학
K000000927,전기 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,전자공학
K000000927,전기 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000000927,전기 부품 및 제품 생산기계 조작원,설치·정비·생산직,RCI,교육학
K000001135,전기·전자 부품 및 제품 조립원,설치·정비·생산직,RCI,전자공학
K000001135,전기·전자 부품 및 제품 조립원,설치·정비·생산직,RCI,기계공학
K000001135,전기·전자 부품 및 제품 조립원,설치·정비·생산직,RCI,교육학
K000000963,컴퓨터 설치 및 수리원,설치·정비·생산직,CRI,컴퓨터공학
K000000963,컴퓨터 설치 및 수리원,설치·정비·생산직,CRI,전자공학
K000000963,컴퓨터 설치 및 수리원,설치·정비·생산직,CRI,의학
K000000963,컴퓨터 설치 및 수리원,설치·정비·생산직,CRI,영어영문학
K000000963,컴퓨터 설치 및 수리원,설치·정비·생산직,CRI,교육학
K000001121,이동전화기 수리원,설치·정비·생산직,RCI,컴퓨터공학
K000001121,이동전화기 수리원,설치·정비·생산직,RCI,전자공학
K000001121,이동전화기 수리원,설치·정비·생산직,RCI,교육학
K000000958,방송 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,전자공학
K000000958,방송 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,교육학
K000000958,방송 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,연극영화학
K000001039,통신 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,전자공학
K000001039,통신 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,무역학
K000001039,통신 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,교육학
K000001039,통신 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,연극영화학
K000001039,통신 관련 장비 설치 및 수리원,설치·정비·생산직,RCI,신문방송학
K000001075,방송·통신·인터넷 케이블 설치 및 수리원,설치·정비·생산직,RCI,전자공학
K000001075,방송·통신·인터넷 케이블 설치 및 수리원,설치·정비·생산직,RCI,교육학
K000001075,방송·통신·인터넷 케이블 설치 및 수리원,설치·정비·생산직,RCI,연극영화학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,기계공학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,화학공학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,수학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,물리학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,화학
K000001009,석유 및 천연가스 제조 관련 제어 장치 조작원,설치·정비·생산직,RCI,교육학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,기계공학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,화학공학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,수학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,물리학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,화학
K000001054,화학물 가공 장치 조작원,설치·정비·생산직,RCI,교육학
K000000986,화학제품 생산기계 조작원,설치·정비·생산직,RIC,기계공학
K000000986,화학제품 생산기계 조작원,설치·정비·생산직,RIC,화학공학
K000000986,화학제품 생산기계 조작원,설치·정비·생산직,RIC,환경공학
K000001047,고무 및 플라스틱제품 조립원,설치·정비·생산직,RCS,전자공학
K000001047,고무 및 플라스틱제품 조립원,설치·정비·생산직,RCS,기계공학
K000001047,고무 및 플라스틱제품 조립원,설치·정비·생산직,RCS,교육학
K000001124,플라스틱제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000001124,플라스틱제품 생산기계 조작원,설치·정비·생산직,RCI,화학공학
K000001124,플라스틱제품 생산기계 조작원,설치·정비·생산직,RCI,환경공학
K000001152,타이어 및 고무제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000001152,타이어 및 고무제품 생산기계 조작원,설치·정비·생산직,RCI,화학공학
K000001152,타이어 및 고무제품 생산기계 조작원,설치·정비·생산직,RCI,환경공학
K000000916,상하수도 처리장치 조작원,설치·정비·생산직,RCI,기계공학
K000000916,상하수도 처리장치 조작원,설치·정비·생산직,RCI,환경공학
K000001003,재활용 처리장치 및 소각로 조작원,설치·정비·생산직,RCI,기계공학
K000001003,재활용 처리장치 및 소각로 조작원,설치·정비·생산직,RCI,환경공학
K000000839,표백 및 염색기 조작원,설치·정비·생산직,RCI,기계공학
K000000839,표백 및 염색기 조작원,설치·정비·생산직,RCI,교육학
K000001072,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기등)",설치·정비·생산직,RCI,기계공학
K000001072,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기등)",설치·정비·생산직,RCI,영어영문학
K000001072,"섬유 제조기계 조작원(방적,방사,연사,합사,권사기등)",설치·정비·생산직,RCI,교육학
K000001145,직조기 및 편직기 조작원,설치·정비·생산직,RCA,교육학
K000000848,재봉사,설치·정비·생산직,ARC,교육학
K000001122,재단사,설치·정비·생산직,ACR,교육학
K000001182,패턴사,설치·정비·생산직,ARC,기계공학
K000001182,패턴사,설치·정비·생산직,ARC,미술학
K000000965,의복·가죽 및 모피 수선원,설치·정비·생산직,CRE,경영학
K000001115,양장 및 양복 제조원,설치·정비·생산직,ASE,경제학
K000001115,양장 및 양복 제조원,설치·정비·생산직,ASE,미술학
K000007457,한복제조원,설치·정비·생산직,ACS,미술학
K000001015,신발 제조기계 조작원,설치·정비·생산직,RCA,기계공학
K000001015,신발 제조기계 조작원,설치·정비·생산직,RCA,교육학
K000001033,제화원,설치·정비·생산직,RAC,기계공학
K000001033,제화원,설치·정비·생산직,RAC,미술학
K000001057,세탁 기계 조작원,설치·정비·생산직,RCS,기계공학
K000001057,세탁 기계 조작원,설치·정비·생산직,RCS,교육학
K000000861,제과·제빵원,설치·정비·생산직,CRS,교육학
K000000861,제과·제빵원,설치·정비·생산직,CRS,식품영양학
K000000841,김치 및 밑반찬 제조 종사원,설치·정비·생산직,CES,화학공학
K000001105,식품 및 담배 등급원,설치·정비·생산직,CIR,식품영양학
K000001209,정육원 가공원 및 도축원,설치·정비·생산직,RCE,식품영양학
K000000905,음료 제조 관련 기계 조작원,설치·정비·생산직,RCI,기계공학
K000000905,음료 제조 관련 기계 조작원,설치·정비·생산직,RCI,교육학
K000000905,음료 제조 관련 기계 조작원,설치·정비·생산직,RCI,식품영양학
K000001016,곡물가공 제품 기계 조작원,설치·정비·생산직,RCI,기계공학
K000001016,곡물가공 제품 기계 조작원,설치·정비·생산직,RCI,교육학
K000001016,곡물가공 제품 기계 조작원,설치·정비·생산직,RCI,식품영양학
K000001024,제분 및 도정 관련 기계 조작원,설치·정비·생산직,RCI,기계공학
K000001024,제분 및 도정 관련 기계 조작원,설치·정비·생산직,RCI,교육학
K000001024,제분 및 도정 관련 기계 조작원,설치·정비·생산직,RCI,식품영양학
K000001045,과실 및 채소가공 관련 기계 조작원,설치·정비·생산직,RCI,기계공학
K000001045,과실 및 채소가공 관련 기계 조작원,설치·정비·생산직,RCI,교육학
K000001045,과실 및 채소가공 관련 기계 조작원,설치·정비·생산직,RCI,식품영양학
K000001166,육류·어패류 및 낙농품 가공 기계 조작원,설치·정비·생산직,RCI,기계공학
K000001166,육류·어패류 및 낙농품 가공 기계 조작원,설치·정비·생산직,RCI,교육학
K000001166,육류·어패류 및 낙농품 가공 기계 조작원,설치·정비·생산직,RCI,식품영양학
K000000880,사진 인화 및 현상기 조작원,설치·정비·생산직,RCA,기계공학
K000000880,사진 인화 및 현상기 조작원,설치·정비·생산직,RCA,미술학
K000000880,사진 인화 및 현상기 조작원,설치·정비·생산직,RCA,연극영화학
K000000880,사진 인화 및 현상기 조작원,설치·정비·생산직,RCA,신문방송학
K000000880,사진 인화 및 현상기 조작원,설치·정비·생산직,RCA,광고홍보학
K000000988,인쇄 관련 기계 조작원,설치·정비·생산직,RCI,전자공학
K000000988,인쇄 관련 기계 조작원,설치·정비·생산직,RCI,미술학
K000000988,인쇄 관련 기계 조작원,설치·정비·생산직,RCI,신문방송학
K000000943,종이제품 생산기계 조작원,설치·정비·생산직,RCI,기계공학
K000001078,목재 가공 관련 기계 조작원,설치·정비·생산직,RCA,기계공학
K000001199,펄프 및 종이 제조 장치 조작원,설치·정비·생산직,RCI,기계공학
K000000971,가구 조립원,설치·정비·생산직,RCA,경영학
K000000996,가구 제조 및 수리원,설치·정비·생산직,RCE,경영학
K000000882,귀금속 및 보석 세공원,설치·정비·생산직,ARC,교육학
K000001077,공예원,설치·정비·생산직,ACR,화학공학
K000001077,공예원,설치·정비·생산직,ACR,교육학
K000001077,공예원,설치·정비·생산직,ACR,미술학
K000000894,악기 제조원 및 조율사,설치·정비·생산직,RCI,음악학
K000001005,주입·포장 및 상표부착 기계 조작원,설치·정비·생산직,RCS,기계공학
K000001020,간판 제작 및 설치원,설치·정비·생산직,RAC,화학공학
K000001020,간판 제작 및 설치원,설치·정비·생산직,RAC,미술학
K000001020,간판 제작 및 설치원,설치·정비·생산직,RAC,광고홍보학
K000000842,육묘 및 화훼작물재배자,농림어업직,RCE,기계공학
K000000842,육묘 및 화훼작물재배자,농림어업직,RCE,교육학
K000000842,육묘 및 화훼작물재배자,농림어업직,RCE,농학
K000000907,채소 및 특용작물 재배원,농림어업직,RCE,컴퓨터공학
K000000907,채소 및 특용작물 재배원,농림어업직,RCE,기계공학
K000000907,채소 및 특용작물 재배원,농림어업직,RCE,환경공학
K000000907,채소 및 특용작물 재배원,농림어업직,RCE,교육학
K000000907,채소 및 특용작물 재배원,농림어업직,RCE,농학
K000001035,조경원,농림어업직,RAC,건축학
K000001035,조경원,농림어업직,RAC,환경공학
K000001035,조경원,농림어업직,RAC,경영학
K000001035,조경원,농림어업직,RAC,농학
K000007484,곡식작물재배원,농림어업직,REI,컴퓨터공학
K000007484,곡식작물재배원,농림어업직,REI,기계공학
K000007484,곡식작물재배원,농림어업직,REI,환경공학
K000007484,곡식작물재배원,농림어업직,REI,경제학
K000007484,곡식작물재배원,농림어업직,REI,교육학
K000007484,곡식작물재배원,농림어업직,REI,농학
K000007486,과수작물재배원,농림어업직,REC,컴퓨터공학
K000007486,과수작물재배원,농림어업직,REC,기계공학
K000007486,과수작물재배원,농림어업직,REC,환경공학
K000007486,과수작물재배원,농림어업직,REC,교육학
K000007486,과수작물재배원,농림어업직,REC,농학
K000000902,낙농 관련 종사원,농림어업직,REC,교육학
K000000902,낙농 관련 종사원,농림어업직,REC,농학
K000000935,가축 사육 종사원,농림어업직,REC,경영학
K000000935,가축 사육 종사원,농림어업직,REC,교육학
K000000935,가축 사육 종사원,농림어업직,REC,농학
K000000935,가축 사육 종사원,농림어업직,REC,식품영양학
K000000869,조림·산림경영인 및 벌목원,농림어업직,CRI,기계공학
K000000869,조림·산림경영인 및 벌목원,농림어업직,CRI,교육학
K000000869,조림·산림경영인 및 벌목원,농림어업직,CRI,농학
K000000926,어부 및 해녀,농림어업직,REC,생물학
K000000926,어부 및 해녀,농림어업직,REC,교육학
K000000926,어부 및 해녀,농림어업직,REC,수산학
K000001056,양식원,농림어업직,RCI,생물학
K000001056,양식원,농림어업직,RCI,교육학
K000001056,양식원,농림어업직,RCI,수산학
